geral; gerador; descriminador 
0.2358; 0.8165; 1.4551 
0.2379; 0.8165; 1.4576 
0.2398; 0.8165; 1.4571 
0.2407; 0.8165; 1.4560 
0.2388; 0.8165; 1.4636 
0.2375; 0.8165; 1.4554 
0.2329; 0.8165; 1.4523 
0.2329; 0.8164; 1.4602 
0.2314; 0.8165; 1.4533 
0.2287; 0.8165; 1.4527 
0.2277; 0.8165; 1.4505 
0.2301; 0.8165; 1.4486 
0.2323; 0.8165; 1.4446 
0.2276; 0.8165; 1.4278 
0.2289; 0.8165; 1.4234 
0.2264; 0.8165; 1.4237 
0.2272; 0.8165; 1.4211 
0.2266; 0.8165; 1.4216 
0.2284; 0.8165; 1.4252 
0.2288; 0.8165; 1.4217 
0.2268; 0.8166; 1.4272 
0.2276; 0.8166; 1.4294 
0.2277; 0.8166; 1.4347 
0.2284; 0.8166; 1.4332 
0.0995; 0.8166; 1.5493 
0.2876; 0.8167; 1.5727 
0.3169; 0.8167; 1.5314 
0.2755; 0.8167; 1.5341 
0.2818; 0.8167; 1.5263 
0.2809; 0.8166; 1.5140 
0.2722; 0.8166; 1.5030 
0.2469; 0.8166; 1.4402 
0.2529; 0.8167; 1.4193 
0.2498; 0.8166; 1.4250 
0.2460; 0.8166; 1.4039 
0.2480; 0.8166; 1.4020 
0.2473; 0.8166; 1.4044 
0.2517; 0.8166; 1.4157 
0.2477; 0.8166; 1.4227 
0.2523; 0.8167; 1.4311 
0.2517; 0.8166; 1.4407 
0.2514; 0.8166; 1.4401 
0.2475; 0.8167; 1.4424 
0.2522; 0.8166; 1.4564 
0.2549; 0.8166; 1.4480 
0.2514; 0.8166; 1.4407 
0.2467; 0.8167; 1.4428 
0.2432; 0.8167; 1.4357 
0.2461; 0.8167; 1.4361 
0.2380; 0.8166; 1.4410 
0.2413; 0.8166; 1.4516 
0.2390; 0.8166; 1.4461 
0.2382; 0.8166; 1.4521 
0.2366; 0.8165; 1.4567 
0.2406; 0.8165; 1.4507 
0.2413; 0.8165; 1.4551 
0.2423; 0.8165; 1.4617 
0.2409; 0.8165; 1.4505 
0.2395; 0.8165; 1.4552 
0.2374; 0.8165; 1.4555 
0.2379; 0.8164; 1.4615 
0.2396; 0.8164; 1.4612 
0.2390; 0.8164; 1.4602 
0.2376; 0.8165; 1.4585 
0.2395; 0.8164; 1.4525 
0.2402; 0.8164; 1.4493 
0.2400; 0.8164; 1.4503 
0.2351; 0.8165; 1.4550 
0.2353; 0.8165; 1.4542 
0.2343; 0.8165; 1.4569 
0.2357; 0.8165; 1.4594 
0.2357; 0.8165; 1.4595 
0.2388; 0.8165; 1.4544 
0.2391; 0.8165; 1.4536 
0.2419; 0.8165; 1.3234 
0.2336; 0.8165; 1.3830 
0.2335; 0.8165; 1.4167 
0.1977; 0.8165; 1.4341 
0.1895; 0.8165; 1.4399 
0.2089; 0.8165; 1.4226 
0.2171; 0.8165; 1.4564 
0.2158; 0.8165; 1.4563 
0.2073; 0.8165; 1.4482 
0.2060; 0.8165; 1.4283 
0.2160; 0.8165; 1.4284 
0.2065; 0.8166; 1.4169 
0.2130; 0.8166; 1.4268 
0.2120; 0.8165; 1.4376 
0.2159; 0.8165; 1.4433 
0.2127; 0.8166; 1.4259 
0.2199; 0.8165; 1.4316 
0.2241; 0.8165; 1.4477 
0.2277; 0.8165; 1.4521 
0.2266; 0.8165; 1.4589 
0.2297; 0.8165; 1.4497 
0.2290; 0.8166; 1.4443 
0.2239; 0.8166; 1.4410 
0.2338; 0.8166; 1.4458 
0.2471; 0.8166; 1.4418 
0.2438; 0.8166; 1.4522 
0.2438; 0.8166; 1.4523 
0.2408; 0.8166; 1.4527 
0.2417; 0.8165; 1.4527 
0.2447; 0.8165; 1.4576 
0.2460; 0.8164; 1.4534 
0.2439; 0.8164; 1.4502 
0.2440; 0.8164; 1.4487 
0.2394; 0.8165; 1.4411 
0.2416; 0.8164; 1.4385 
0.2441; 0.8164; 1.4378 
0.2415; 0.8164; 1.4412 
0.2451; 0.8163; 1.4455 
0.2434; 0.8164; 1.4433 
0.2410; 0.8164; 1.4410 
0.2386; 0.8164; 1.4420 
0.2381; 0.8164; 1.4538 
0.2400; 0.8164; 1.4459 
0.2380; 0.8164; 1.4470 
0.2379; 0.8164; 1.4433 
0.2370; 0.8164; 1.4427 
0.2385; 0.8164; 1.4434 
0.2343; 0.8163; 1.4469 
0.2337; 0.8163; 1.4471 
0.2320; 0.8162; 1.4536 
0.2940; 0.8162; 1.1341 
0.2425; 0.8163; 1.1491 
0.2584; 0.8163; 1.2955 
0.2703; 0.8163; 1.3056 
0.2582; 0.8163; 1.3311 
0.2584; 0.8163; 1.3856 
0.2525; 0.8163; 1.3930 
0.2532; 0.8163; 1.4510 
0.2401; 0.8163; 1.4852 
0.2404; 0.8163; 1.4707 
0.2439; 0.8163; 1.4630 
0.2401; 0.8163; 1.4449 
0.2372; 0.8163; 1.4391 
0.2292; 0.8163; 1.4361 
0.2380; 0.8163; 1.4359 
0.2314; 0.8163; 1.4412 
0.2365; 0.8162; 1.4495 
0.2325; 0.8162; 1.4523 
0.2341; 0.8162; 1.4535 
0.2354; 0.8162; 1.4592 
0.2424; 0.8161; 1.4611 
0.2461; 0.8161; 1.4561 
0.2464; 0.8161; 1.4589 
0.2412; 0.8161; 1.4580 
0.2379; 0.8161; 1.4564 
0.2368; 0.8161; 1.4494 
0.2368; 0.8161; 1.4538 
0.2391; 0.8162; 1.4557 
0.2411; 0.8162; 1.4523 
0.2396; 0.8162; 1.4470 
0.2348; 0.8162; 1.4377 
0.2324; 0.8162; 1.4363 
0.2327; 0.8162; 1.4325 
0.2347; 0.8163; 1.4451 
0.2365; 0.8163; 1.4494 
0.2352; 0.8163; 1.4515 
0.2376; 0.8162; 1.4538 
0.2373; 0.8163; 1.4458 
0.2400; 0.8162; 1.4448 
0.2405; 0.8163; 1.4429 
0.2414; 0.8162; 1.4470 
0.2420; 0.8162; 1.4522 
0.2406; 0.8162; 1.4455 
0.2385; 0.8162; 1.4460 
0.2360; 0.8162; 1.4466 
0.2359; 0.8162; 1.4536 
0.2343; 0.8161; 1.4516 
0.2326; 0.8161; 1.4525 
0.2350; 0.8161; 1.4540 
0.2357; 0.8161; 1.4563 
0.4029; 0.8161; 1.7892 
0.2251; 0.8160; 1.4304 
0.2131; 0.8160; 1.4379 
0.2006; 0.8160; 1.4167 
0.2228; 0.8161; 1.4283 
0.2149; 0.8161; 1.4332 
0.2278; 0.8160; 1.4544 
0.2387; 0.8160; 1.4501 
0.2461; 0.8160; 1.4651 
0.2465; 0.8160; 1.4343 
0.2386; 0.8161; 1.4201 
0.2382; 0.8161; 1.4037 
0.2289; 0.8161; 1.4004 
0.2305; 0.8161; 1.4080 
0.2259; 0.8161; 1.4033 
0.2195; 0.8160; 1.4059 
0.2186; 0.8161; 1.4062 
0.2230; 0.8161; 1.4053 
0.2212; 0.8160; 1.4113 
0.2139; 0.8160; 1.3956 
0.2185; 0.8160; 1.4073 
0.2182; 0.8160; 1.3973 
0.2171; 0.8160; 1.4037 
0.2169; 0.8160; 1.4102 
0.2202; 0.8160; 1.4149 
0.2231; 0.8160; 1.4116 
0.2208; 0.8160; 1.4244 
0.2231; 0.8160; 1.4175 
0.2250; 0.8159; 1.4171 
0.2247; 0.8159; 1.4214 
0.2214; 0.8159; 1.4366 
0.2212; 0.8159; 1.4403 
0.2238; 0.8159; 1.4329 
0.2212; 0.8159; 1.4347 
0.2221; 0.8159; 1.4406 
0.2245; 0.8159; 1.4399 
0.2283; 0.8160; 1.4353 
0.2246; 0.8161; 1.4395 
0.2257; 0.8161; 1.4429 
0.2241; 0.8161; 1.4479 
0.2238; 0.8161; 1.4463 
0.2235; 0.8161; 1.4428 
0.2238; 0.8161; 1.4464 
0.2259; 0.8161; 1.4445 
0.2274; 0.8161; 1.4466 
0.2280; 0.8161; 1.4501 
0.2281; 0.8161; 1.4536 
0.2255; 0.8161; 1.4468 
0.2260; 0.8161; 1.4459 
0.2290; 0.8161; 1.4469 
0.1869; 0.8160; 1.4487 
0.1772; 0.8160; 1.4247 
0.2245; 0.8160; 1.4426 
0.1915; 0.8160; 1.4734 
0.2214; 0.8159; 1.4824 
0.1892; 0.8160; 1.3840 
0.1981; 0.8160; 1.3832 
0.1858; 0.8160; 1.4408 
0.1834; 0.8160; 1.4318 
0.1879; 0.8159; 1.4449 
0.1935; 0.8159; 1.4417 
0.1996; 0.8159; 1.4208 
0.2144; 0.8159; 1.4351 
0.2210; 0.8159; 1.4371 
0.2200; 0.8159; 1.4331 
0.2244; 0.8159; 1.4497 
0.2199; 0.8160; 1.4547 
0.2266; 0.8160; 1.4410 
0.2234; 0.8160; 1.4451 
0.2189; 0.8160; 1.4495 
0.2230; 0.8160; 1.4459 
0.2245; 0.8160; 1.4509 
0.2295; 0.8159; 1.4480 
0.2226; 0.8159; 1.4376 
0.2231; 0.8159; 1.4398 
0.2207; 0.8159; 1.4385 
0.2216; 0.8159; 1.4416 
0.2202; 0.8159; 1.4370 
0.2235; 0.8159; 1.4333 
0.2253; 0.8159; 1.4338 
0.2245; 0.8159; 1.4409 
0.2278; 0.8159; 1.4415 
0.2278; 0.8158; 1.4449 
0.2280; 0.8159; 1.4435 
0.2308; 0.8159; 1.4402 
0.2339; 0.8159; 1.4372 
0.2344; 0.8159; 1.4347 
0.2325; 0.8159; 1.4341 
0.2314; 0.8159; 1.4261 
0.2314; 0.8160; 1.4246 
0.2303; 0.8160; 1.4277 
0.2267; 0.8160; 1.4301 
0.2287; 0.8159; 1.4332 
0.2259; 0.8159; 1.4288 
0.2263; 0.8159; 1.4298 
0.2248; 0.8159; 1.4287 
0.2275; 0.8160; 1.4302 
0.2268; 0.8160; 1.4299 
0.2246; 0.8159; 1.4287 
0.2240; 0.8159; 1.4267 
0.2532; 0.8159; 2.0256 
0.1942; 0.8159; 1.7194 
0.2448; 0.8160; 1.6812 
0.2762; 0.8160; 1.6418 
0.2657; 0.8159; 1.5859 
0.2490; 0.8159; 1.5546 
0.2393; 0.8159; 1.6053 
0.2420; 0.8159; 1.5529 
0.2536; 0.8158; 1.5600 
0.2346; 0.8159; 1.5281 
0.2320; 0.8159; 1.5124 
0.2278; 0.8159; 1.4967 
0.2338; 0.8159; 1.4897 
0.2352; 0.8158; 1.4809 
0.2415; 0.8158; 1.4762 
0.2475; 0.8158; 1.4594 
0.2523; 0.8158; 1.4640 
0.2514; 0.8157; 1.4684 
0.2490; 0.8157; 1.4787 
0.2504; 0.8157; 1.4834 
0.2542; 0.8157; 1.4719 
0.2586; 0.8157; 1.4677 
0.2558; 0.8157; 1.4645 
0.2547; 0.8157; 1.4632 
0.2475; 0.8157; 1.4586 
0.2448; 0.8156; 1.4652 
0.2446; 0.8156; 1.4627 
0.2383; 0.8156; 1.4538 
0.2395; 0.8156; 1.4538 
0.2359; 0.8156; 1.4546 
0.2338; 0.8156; 1.4505 
0.2337; 0.8156; 1.4529 
0.2329; 0.8156; 1.4603 
0.2341; 0.8156; 1.4656 
0.2367; 0.8155; 1.4628 
0.2392; 0.8155; 1.4638 
0.2372; 0.8155; 1.4588 
0.2377; 0.8155; 1.4649 
0.2368; 0.8155; 1.4666 
0.2362; 0.8155; 1.4679 
0.2343; 0.8155; 1.4645 
0.2317; 0.8154; 1.4608 
0.2294; 0.8155; 1.4614 
0.2315; 0.8154; 1.4623 
0.2304; 0.8154; 1.4578 
0.2268; 0.8154; 1.4518 
0.2283; 0.8154; 1.4514 
0.2272; 0.8155; 1.4553 
0.2282; 0.8154; 1.4540 
0.2252; 0.8155; 1.4528 
0.4466; 0.8155; 1.6995 
0.4026; 0.8154; 1.7374 
0.3307; 0.8155; 1.6111 
0.2945; 0.8155; 1.5185 
0.2821; 0.8155; 1.5214 
0.2638; 0.8155; 1.5027 
0.2432; 0.8155; 1.5249 
0.2483; 0.8154; 1.4913 
0.2606; 0.8155; 1.4652 
0.2481; 0.8154; 1.4467 
0.2364; 0.8155; 1.4286 
0.2361; 0.8155; 1.4490 
0.2349; 0.8154; 1.4729 
0.2205; 0.8154; 1.4969 
0.2220; 0.8154; 1.5109 
0.2212; 0.8154; 1.5066 
0.2262; 0.8154; 1.5099 
0.2298; 0.8154; 1.4966 
0.2327; 0.8153; 1.4962 
0.2367; 0.8154; 1.5032 
0.2408; 0.8154; 1.4920 
0.2442; 0.8153; 1.4970 
0.2437; 0.8153; 1.4954 
0.2388; 0.8153; 1.4959 
0.2382; 0.8153; 1.5074 
0.2395; 0.8152; 1.5069 
0.2471; 0.8152; 1.5120 
0.2428; 0.8152; 1.5115 
0.2448; 0.8152; 1.5081 
0.2433; 0.8151; 1.5115 
0.2460; 0.8151; 1.5068 
0.2406; 0.8151; 1.4933 
0.2392; 0.8151; 1.4973 
0.2371; 0.8151; 1.4912 
0.2358; 0.8151; 1.4884 
0.2343; 0.8151; 1.4849 
0.2352; 0.8152; 1.4763 
0.2359; 0.8151; 1.4791 
0.2322; 0.8152; 1.4777 
0.2323; 0.8152; 1.4730 
0.2303; 0.8152; 1.4717 
0.2307; 0.8152; 1.4690 
0.2279; 0.8152; 1.4723 
0.2284; 0.8152; 1.4693 
0.2280; 0.8153; 1.4718 
0.2283; 0.8154; 1.4690 
0.2288; 0.8154; 1.4699 
0.2278; 0.8153; 1.4683 
0.2272; 0.8153; 1.4650 
0.2237; 0.8152; 1.4672 
0.3638; 0.8153; 1.7785 
0.2478; 0.8153; 1.6549 
0.2530; 0.8153; 1.5532 
0.2196; 0.8153; 1.4508 
0.2234; 0.8153; 1.4933 
0.2268; 0.8153; 1.4312 
0.2329; 0.8153; 1.3979 
0.2339; 0.8153; 1.4280 
0.2382; 0.8153; 1.4427 
0.2400; 0.8153; 1.4470 
0.2293; 0.8153; 1.4531 
0.2339; 0.8153; 1.4596 
0.2351; 0.8153; 1.4758 
0.2277; 0.8153; 1.4671 
0.2191; 0.8153; 1.4665 
0.2252; 0.8153; 1.4570 
0.2302; 0.8153; 1.4631 
0.2207; 0.8153; 1.4619 
0.2191; 0.8153; 1.4561 
0.2169; 0.8153; 1.4610 
0.2186; 0.8153; 1.4554 
0.2160; 0.8153; 1.4602 
0.2180; 0.8153; 1.4632 
0.2200; 0.8153; 1.4608 
0.2239; 0.8152; 1.4589 
0.2239; 0.8152; 1.4543 
0.2231; 0.8152; 1.4481 
0.2229; 0.8152; 1.4431 
0.2205; 0.8152; 1.4464 
0.2238; 0.8152; 1.4486 
0.2271; 0.8152; 1.4408 
0.2265; 0.8152; 1.4322 
0.2235; 0.8151; 1.4305 
0.2218; 0.8152; 1.4319 
0.2213; 0.8152; 1.4261 
0.2191; 0.8151; 1.4295 
0.2208; 0.8151; 1.4312 
0.2216; 0.8151; 1.4247 
0.2226; 0.8151; 1.4242 
0.2196; 0.8151; 1.4291 
0.2198; 0.8151; 1.4255 
0.2210; 0.8152; 1.4266 
0.2212; 0.8152; 1.4284 
0.2211; 0.8152; 1.4257 
0.2209; 0.8152; 1.4231 
0.2204; 0.8152; 1.4234 
0.2190; 0.8151; 1.4229 
0.2194; 0.8151; 1.4262 
0.2201; 0.8151; 1.4268 
0.2193; 0.8151; 1.4286 
0.1846; 0.8151; 1.5062 
0.2023; 0.8151; 1.5143 
0.2166; 0.8150; 1.5385 
0.1748; 0.8151; 1.3477 
0.1874; 0.8151; 1.3774 
0.1731; 0.8151; 1.4052 
0.1756; 0.8151; 1.3924 
0.1649; 0.8151; 1.4215 
0.1934; 0.8151; 1.3919 
0.2019; 0.8151; 1.3929 
0.1990; 0.8151; 1.4013 
0.2047; 0.8150; 1.4136 
0.2129; 0.8150; 1.4115 
0.2111; 0.8150; 1.4162 
0.2036; 0.8150; 1.4231 
0.2171; 0.8150; 1.4266 
0.2203; 0.8151; 1.4293 
0.2169; 0.8151; 1.4245 
0.2161; 0.8151; 1.4169 
0.2242; 0.8151; 1.4260 
0.2307; 0.8151; 1.4389 
0.2228; 0.8151; 1.4282 
0.2264; 0.8151; 1.4262 
0.2205; 0.8151; 1.4292 
0.2217; 0.8151; 1.4315 
0.2181; 0.8151; 1.4330 
0.2257; 0.8151; 1.4381 
0.2285; 0.8151; 1.4347 
0.2290; 0.8151; 1.4299 
0.2310; 0.8151; 1.4245 
0.2297; 0.8151; 1.4276 
0.2287; 0.8151; 1.4281 
0.2266; 0.8151; 1.4337 
0.2309; 0.8151; 1.4271 
0.2344; 0.8150; 1.4200 
0.2337; 0.8151; 1.4210 
0.2331; 0.8150; 1.4292 
0.2316; 0.8150; 1.4270 
0.2350; 0.8150; 1.4250 
0.2307; 0.8150; 1.4256 
0.2300; 0.8150; 1.4237 
0.2309; 0.8150; 1.4327 
0.2306; 0.8150; 1.4361 
0.2299; 0.8150; 1.4344 
0.2334; 0.8151; 1.4314 
0.2320; 0.8150; 1.4334 
0.2303; 0.8150; 1.4330 
0.2293; 0.8150; 1.4378 
0.2302; 0.8149; 1.4387 
0.2290; 0.8149; 1.4389 
0.0936; 0.8149; 1.3133 
0.2345; 0.8149; 1.4806 
0.2507; 0.8149; 1.3907 
0.2449; 0.8149; 1.4490 
0.2380; 0.8149; 1.4931 
0.2490; 0.8149; 1.4965 
0.2415; 0.8149; 1.4971 
0.2365; 0.8148; 1.4592 
0.2338; 0.8149; 1.4760 
0.2273; 0.8149; 1.4962 
0.2215; 0.8149; 1.4753 
0.2148; 0.8149; 1.4679 
0.2211; 0.8149; 1.4727 
0.2282; 0.8148; 1.4749 
0.2310; 0.8148; 1.4701 
0.2350; 0.8149; 1.4625 
0.2300; 0.8148; 1.4731 
0.2327; 0.8148; 1.4792 
0.2307; 0.8148; 1.4723 
0.2378; 0.8148; 1.4558 
0.2465; 0.8149; 1.4477 
0.2412; 0.8149; 1.4398 
0.2358; 0.8149; 1.4368 
0.2409; 0.8149; 1.4394 
0.2443; 0.8148; 1.4411 
0.2366; 0.8148; 1.4383 
0.2370; 0.8148; 1.4376 
0.2352; 0.8148; 1.4492 
0.2382; 0.8148; 1.4504 
0.2344; 0.8148; 1.4439 
0.2353; 0.8148; 1.4364 
0.2367; 0.8148; 1.4349 
0.2386; 0.8149; 1.4284 
0.2397; 0.8149; 1.4323 
0.2392; 0.8149; 1.4403 
0.2370; 0.8149; 1.4338 
0.2350; 0.8149; 1.4311 
0.2400; 0.8149; 1.4339 
0.2365; 0.8149; 1.4445 
0.2333; 0.8149; 1.4380 
0.2334; 0.8149; 1.4546 
0.2346; 0.8149; 1.4614 
0.2362; 0.8149; 1.4551 
0.2394; 0.8149; 1.4516 
0.2386; 0.8149; 1.4527 
0.2377; 0.8149; 1.4594 
0.2370; 0.8149; 1.4563 
0.2343; 0.8149; 1.4579 
0.2366; 0.8149; 1.4597 
0.2346; 0.8149; 1.4603 
0.2481; 0.8149; 1.1031 
0.2044; 0.8149; 1.4687 
0.2097; 0.8149; 1.5359 
0.2128; 0.8149; 1.4926 
0.2012; 0.8149; 1.4704 
0.2567; 0.8149; 1.4650 
0.2354; 0.8149; 1.4487 
0.2205; 0.8149; 1.4763 
0.2177; 0.8149; 1.4646 
0.2122; 0.8149; 1.4699 
0.2253; 0.8149; 1.4735 
0.2108; 0.8148; 1.4945 
0.2168; 0.8148; 1.4832 
0.2155; 0.8148; 1.5070 
0.2158; 0.8148; 1.5068 
0.2129; 0.8148; 1.5151 
0.2251; 0.8148; 1.4908 
0.2264; 0.8148; 1.4944 
0.2330; 0.8148; 1.4945 
0.2317; 0.8148; 1.4968 
0.2358; 0.8148; 1.4944 
0.2351; 0.8149; 1.4747 
0.2303; 0.8148; 1.4786 
0.2288; 0.8148; 1.4753 
0.2286; 0.8148; 1.4848 
0.2256; 0.8148; 1.4803 
0.2223; 0.8148; 1.4758 
0.2234; 0.8148; 1.4690 
0.2203; 0.8148; 1.4746 
0.2145; 0.8147; 1.4870 
0.2158; 0.8147; 1.4872 
0.2125; 0.8147; 1.4826 
0.2134; 0.8147; 1.4859 
0.2120; 0.8147; 1.5001 
0.2133; 0.8146; 1.5032 
0.2132; 0.8146; 1.5075 
0.2148; 0.8146; 1.5051 
0.2163; 0.8146; 1.5052 
0.2159; 0.8146; 1.5062 
0.2153; 0.8146; 1.4995 
0.2151; 0.8147; 1.5010 
0.2171; 0.8147; 1.5014 
0.2175; 0.8147; 1.4959 
0.2179; 0.8147; 1.4919 
0.2166; 0.8147; 1.4881 
0.2209; 0.8147; 1.4886 
0.2230; 0.8148; 1.4867 
0.2190; 0.8148; 1.4738 
0.2208; 0.8148; 1.4751 
0.2184; 0.8148; 1.4741 
0.2464; 0.8148; 1.4142 
0.2776; 0.8148; 1.4936 
0.3128; 0.8148; 1.4853 
0.2997; 0.8148; 1.4374 
0.2895; 0.8148; 1.4084 
0.2726; 0.8148; 1.4510 
0.2665; 0.8148; 1.4727 
0.2573; 0.8148; 1.4615 
0.2542; 0.8148; 1.4598 
0.2709; 0.8148; 1.4411 
0.2686; 0.8148; 1.4235 
0.2595; 0.8149; 1.4256 
0.2539; 0.8148; 1.4376 
0.2504; 0.8148; 1.4411 
0.2462; 0.8148; 1.4467 
0.2439; 0.8147; 1.4262 
0.2396; 0.8147; 1.4404 
0.2424; 0.8148; 1.4421 
0.2417; 0.8148; 1.4390 
0.2387; 0.8147; 1.4554 
0.2385; 0.8147; 1.4508 
0.2423; 0.8147; 1.4433 
0.2408; 0.8147; 1.4458 
0.2374; 0.8147; 1.4472 
0.2365; 0.8146; 1.4612 
0.2364; 0.8147; 1.4527 
0.2305; 0.8147; 1.4468 
0.2334; 0.8147; 1.4505 
0.2336; 0.8147; 1.4437 
0.2303; 0.8147; 1.4416 
0.2292; 0.8147; 1.4384 
0.2324; 0.8147; 1.4301 
0.2339; 0.8146; 1.4404 
0.2286; 0.8146; 1.4190 
0.2324; 0.8146; 1.4238 
0.2297; 0.8146; 1.4244 
0.2277; 0.8146; 1.4171 
0.2280; 0.8146; 1.4148 
0.2316; 0.8146; 1.4146 
0.2361; 0.8146; 1.4112 
0.2356; 0.8146; 1.4084 
0.2365; 0.8146; 1.4117 
0.2359; 0.8146; 1.4122 
0.2346; 0.8146; 1.4132 
0.2334; 0.8146; 1.4120 
0.2343; 0.8146; 1.4082 
0.2335; 0.8146; 1.4099 
0.2317; 0.8147; 1.4123 
0.2327; 0.8146; 1.4097 
0.2296; 0.8146; 1.4144 
0.2936; 0.8146; 1.8875 
0.1748; 0.8146; 1.5715 
0.2780; 0.8146; 1.5155 
0.2556; 0.8146; 1.4681 
0.2505; 0.8146; 1.5076 
0.2435; 0.8146; 1.5774 
0.2387; 0.8145; 1.6058 
0.2357; 0.8146; 1.5786 
0.2341; 0.8145; 1.5800 
0.2357; 0.8145; 1.5694 
0.2395; 0.8145; 1.5797 
0.2382; 0.8145; 1.5688 
0.2389; 0.8145; 1.5715 
0.2411; 0.8145; 1.5642 
0.2497; 0.8145; 1.5600 
0.2421; 0.8145; 1.5580 
0.2411; 0.8144; 1.5528 
0.2329; 0.8144; 1.5411 
0.2346; 0.8144; 1.5536 
0.2331; 0.8144; 1.5499 
0.2373; 0.8144; 1.5388 
0.2336; 0.8143; 1.5469 
0.2338; 0.8143; 1.5467 
0.2297; 0.8143; 1.5499 
0.2298; 0.8142; 1.5500 
0.2309; 0.8142; 1.5608 
0.2288; 0.8142; 1.5490 
0.2372; 0.8142; 1.5491 
0.2372; 0.8143; 1.5456 
0.2338; 0.8142; 1.5493 
0.2322; 0.8142; 1.5508 
0.2351; 0.8142; 1.5515 
0.2348; 0.8142; 1.5480 
0.2326; 0.8142; 1.5406 
0.2334; 0.8142; 1.5438 
0.2324; 0.8142; 1.5436 
0.2365; 0.8141; 1.5481 
0.2317; 0.8141; 1.5377 
0.2322; 0.8141; 1.5407 
0.2333; 0.8141; 1.5383 
0.2340; 0.8141; 1.5394 
0.2325; 0.8141; 1.5346 
0.2356; 0.8141; 1.5331 
0.2371; 0.8141; 1.5351 
0.2367; 0.8141; 1.5293 
0.2365; 0.8141; 1.5321 
0.2359; 0.8141; 1.5252 
0.2360; 0.8142; 1.5213 
0.2383; 0.8142; 1.5152 
0.2368; 0.8142; 1.5142 
0.3495; 0.8142; 1.4351 
0.2596; 0.8142; 1.5492 
0.2176; 0.8142; 1.4963 
0.2264; 0.8142; 1.5297 
0.2759; 0.8142; 1.4929 
0.2591; 0.8141; 1.6520 
0.2707; 0.8141; 1.6300 
0.2518; 0.8142; 1.5901 
0.2596; 0.8142; 1.5552 
0.2517; 0.8142; 1.5368 
0.2455; 0.8142; 1.5371 
0.2458; 0.8141; 1.5499 
0.2452; 0.8141; 1.5473 
0.2401; 0.8141; 1.5362 
0.2405; 0.8141; 1.5345 
0.2333; 0.8141; 1.5193 
0.2257; 0.8141; 1.5268 
0.2327; 0.8140; 1.5273 
0.2493; 0.8140; 1.5198 
0.2472; 0.8140; 1.5010 
0.2486; 0.8140; 1.4992 
0.2457; 0.8140; 1.5007 
0.2436; 0.8140; 1.4977 
0.2394; 0.8141; 1.5031 
0.2383; 0.8141; 1.5018 
0.2367; 0.8141; 1.4971 
0.2356; 0.8141; 1.4923 
0.2345; 0.8141; 1.5031 
0.2366; 0.8141; 1.4985 
0.2417; 0.8141; 1.4875 
0.2392; 0.8141; 1.4861 
0.2393; 0.8141; 1.4949 
0.2384; 0.8141; 1.4916 
0.2355; 0.8141; 1.4911 
0.2313; 0.8140; 1.4891 
0.2335; 0.8140; 1.4906 
0.2329; 0.8140; 1.4920 
0.2291; 0.8140; 1.4848 
0.2268; 0.8140; 1.4826 
0.2278; 0.8140; 1.4874 
0.2304; 0.8140; 1.4859 
0.2357; 0.8140; 1.4900 
0.2359; 0.8140; 1.4890 
0.2337; 0.8141; 1.4898 
0.2328; 0.8140; 1.4972 
0.2309; 0.8140; 1.4955 
0.2341; 0.8140; 1.4966 
0.2365; 0.8140; 1.4990 
0.2378; 0.8140; 1.4988 
0.2373; 0.8140; 1.4983 
0.2215; 0.8139; 1.5786 
0.1655; 0.8139; 1.4617 
0.1536; 0.8139; 1.4641 
0.2611; 0.8139; 1.4738 
0.2300; 0.8139; 1.4819 
0.2284; 0.8139; 1.4497 
0.2321; 0.8139; 1.4293 
0.2308; 0.8139; 1.4523 
0.2370; 0.8139; 1.4360 
0.2164; 0.8139; 1.4713 
0.2269; 0.8139; 1.4810 
0.2174; 0.8139; 1.4822 
0.2203; 0.8139; 1.4736 
0.2173; 0.8139; 1.4751 
0.2263; 0.8138; 1.4770 
0.2212; 0.8139; 1.4822 
0.2244; 0.8138; 1.4756 
0.2289; 0.8138; 1.4746 
0.2285; 0.8138; 1.4770 
0.2226; 0.8138; 1.4786 
0.2195; 0.8138; 1.4812 
0.2206; 0.8137; 1.4828 
0.2193; 0.8137; 1.4798 
0.2169; 0.8137; 1.4917 
0.2148; 0.8137; 1.4888 
0.2171; 0.8137; 1.4853 
0.2202; 0.8137; 1.4829 
0.2163; 0.8136; 1.4942 
0.2174; 0.8136; 1.4954 
0.2159; 0.8136; 1.5014 
0.2169; 0.8137; 1.5012 
0.2143; 0.8136; 1.5014 
0.2166; 0.8136; 1.4958 
0.2195; 0.8136; 1.4892 
0.2207; 0.8137; 1.4867 
0.2201; 0.8137; 1.4857 
0.2203; 0.8137; 1.4824 
0.2206; 0.8136; 1.4855 
0.2213; 0.8137; 1.4901 
0.2204; 0.8136; 1.4897 
0.2203; 0.8136; 1.4870 
0.2172; 0.8137; 1.4807 
0.2161; 0.8137; 1.4741 
0.2144; 0.8136; 1.4694 
0.2157; 0.8137; 1.4626 
0.2124; 0.8137; 1.4590 
0.2136; 0.8136; 1.4607 
0.2151; 0.8136; 1.4591 
0.2156; 0.8136; 1.4583 
0.2143; 0.8136; 1.4535 
0.2179; 0.8136; 1.6105 
0.2562; 0.8136; 1.5656 
0.2145; 0.8136; 1.6497 
